ticket_id,team_id,ticket_date,resolution_date,client_id
9034,1,2023-10-23,2023-11-15,292
9035,2,2023-12-18,2024-01-13,111
9036,2,2023-05-30,2023-06-16,562
9037,3,2023-05-03,2023-05-04,730
9038,2,2023-07-31,2023-08-09,96
9039,2,2023-09-27,2023-10-22,63
9040,3,2023-12-01,2023-12-19,808
9041,2,2023-02-14,2023-03-06,501
9042,1,2023-09-07,2023-10-02,645
9043,2,2023-06-17,2023-07-07,2
9044,2,2023-11-26,2023-12-03,600
9045,3,2023-08-04,2023-08-07,857
9046,3,2023-08-05,2023-08-14,152
9047,1,2023-10-17,2023-10-31,854
9048,1,2023-08-07,2023-08-08,32
9049,2,2023-02-26,2023-03-27,585
9050,3,2023-10-24,2023-11-12,57
9051,2,2023-09-17,2023-10-17,976
9052,2,2023-09-17,2023-09-20,168
9053,1,2023-08-27,2023-08-30,492
9054,1,2023-04-18,2023-04-20,939
9055,2,2023-06-15,2023-06-28,673
9056,2,2023-12-07,2023-12-15,819
9057,3,2023-12-20,2023-12-23,944
9058,3,2023-08-22,2023-09-10,752
9059,3,2023-04-25,2023-05-14,452
9060,2,2023-03-26,2023-03-29,454
9061,2,2023-08-20,2023-08-25,570
9062,2,2023-10-31,2023-11-17,633
9063,3,2023-12-12,2023-12-22,694
9064,1,2023-02-26,2023-03-15,559
9065,2,2023-06-01,2023-06-05,483
9066,3,2023-09-25,,761
9067,3,2023-10-25,2023-11-05,725
9068,2,2023-12-02,2023-12-20,728
9069,3,2023-12-08,2024-01-03,546
9070,2,2023-04-21,2023-05-15,147
9071,3,2023-10-24,2023-11-14,829
9072,3,2023-04-25,2023-04-30,243
9073,2,2023-10-25,,273
9074,2,2023-02-03,2023-02-05,605
9075,2,2023-05-24,2023-06-21,816
9076,2,2023-01-29,2023-02-25,936
9077,1,2023-06-25,2023-07-13,850
9078,3,2023-03-17,2023-03-20,56
9079,1,2023-10-14,2023-11-13,37
9080,2,2023-07-18,2023-08-13,122
9081,2,2023-04-01,2023-05-01,714
9082,1,2023-09-23,2023-10-17,571
9083,3,2023-03-13,2023-03-20,46
9084,2,2023-04-27,2023-04-28,928
9085,2,2023-06-01,2023-06-29,456
9086,1,2023-06-21,2023-07-15,747
9087,3,2023-11-23,2023-12-03,359
9088,3,2023-05-08,2023-06-07,831
9089,3,2023-11-22,2023-12-18,754
9090,3,2023-12-24,,570
9091,2,2023-12-09,2023-12-31,831
9092,2,2023-04-21,2023-05-16,242
9093,2,2023-02-21,2023-03-08,364
9094,3,2023-12-29,2024-01-04,690
9095,1,2023-10-18,2023-10-22,864
9096,2,2023-11-02,2023-11-03,286
9097,2,2023-04-10,2023-05-07,104
9098,2,2023-02-09,,624
9099,2,2023-10-01,2023-10-06,645
9100,3,2023-06-12,2023-07-05,246
9101,1,2023-05-03,2023-05-20,780
9102,2,2023-02-24,2023-03-11,165
9103,1,2023-10-01,2023-10-06,287
9104,1,2023-11-05,2023-11-19,837
9105,1,2023-10-01,2023-10-05,729
9106,1,2023-04-02,,360
9107,3,2023-01-28,2023-02-16,251
9108,2,2023-12-07,2023-12-17,387
9109,1,2023-03-29,2023-04-04,742
9110,1,2023-05-08,2023-05-17,204
9111,2,2023-09-07,2023-09-19,755
9112,3,2023-06-06,2023-06-12,701
9113,3,2023-12-25,2023-12-29,599
9114,3,2023-06-14,2023-06-26,744
9115,3,2023-10-14,2023-10-19,993
9116,3,2023-07-17,2023-08-02,208
9117,3,2023-12-04,2023-12-23,68
9118,1,2023-10-13,2023-11-10,999
9119,3,2023-10-05,2023-10-22,928
9120,3,2023-01-21,2023-02-12,208
9121,2,2023-01-03,2023-01-08,615
9122,2,2023-01-17,2023-02-06,738
9123,1,2023-11-06,2023-12-06,436
9124,2,2023-04-15,2023-05-12,876
9125,2,2023-07-22,2023-07-25,127
9126,2,2023-06-17,2023-07-07,809
9127,2,2023-10-30,2023-11-05,559
9128,2,2023-04-14,2023-04-17,819
9129,2,2023-06-29,,918
9130,3,2023-09-05,,308
9131,1,2023-11-08,2023-11-27,171
9132,1,2023-11-08,2023-11-26,781
9133,3,2023-02-25,2023-03-02,164
9134,1,2023-09-08,2023-09-15,525
9135,3,2023-01-02,2023-01-18,886
9136,3,2023-07-28,2023-07-30,559
9137,3,2023-12-10,,968
9138,2,2023-02-23,2023-03-08,798
9139,1,2023-07-07,2023-08-01,713
9140,1,2023-08-29,2023-09-08,658
9141,3,2023-10-19,2023-10-26,299
9142,2,2023-11-24,2023-12-24,496
9143,1,2023-06-04,2023-06-11,648
9144,1,2023-09-11,2023-09-28,364
9145,1,2023-08-08,2023-08-15,966
9146,3,2023-01-20,2023-02-18,137
9147,2,2023-06-10,2023-07-03,106
9148,3,2023-12-05,2023-12-27,299
9149,1,2023-11-30,2023-12-10,746
9150,1,2023-05-09,2023-05-16,731
9151,1,2023-03-08,2023-03-22,703
9152,3,2023-09-08,,749
9153,1,2023-02-09,2023-02-28,443
9154,2,2023-05-11,2023-06-08,614
9155,2,2023-12-19,2023-12-20,467
9156,2,2023-03-08,2023-03-22,898
9157,1,2023-05-26,2023-06-12,618
9158,2,2023-02-20,2023-02-27,516
9159,3,2023-07-28,2023-08-24,172
9160,1,2023-04-30,,3
9161,3,2023-04-23,2023-05-12,269
9162,2,2023-11-14,2023-11-26,67
9163,2,2023-09-25,2023-10-18,934
9164,3,2023-06-29,2023-07-25,658
9165,2,2023-07-30,2023-07-31,895
9166,1,2023-09-12,2023-09-20,526
9167,3,2023-10-09,2023-11-05,657
9168,2,2023-02-14,,412
9169,3,2023-12-11,2024-01-03,581
9170,2,2023-03-28,2023-03-31,400
9171,3,2023-11-02,2023-11-20,551
9172,1,2023-07-01,2023-07-13,838
9173,2,2023-10-21,2023-11-18,154
9174,2,2023-04-05,,347
9175,1,2023-12-16,2023-12-31,325
9176,1,2023-11-24,,695
9177,2,2023-02-24,2023-03-21,865
9178,2,2023-08-19,2023-08-20,114
9179,1,2023-07-18,,602
9180,3,2023-05-10,2023-05-25,225
9181,2,2023-03-10,2023-04-09,600
9182,3,2023-09-18,2023-10-14,25
9183,1,2023-07-29,,273
9184,1,2023-07-19,,423
9185,2,2023-11-03,2023-11-24,789
9186,3,2023-01-31,2023-02-20,922
9187,1,2023-09-12,,235
9188,1,2023-05-29,2023-06-28,235
9189,2,2023-03-12,2023-04-05,54
9190,1,2023-01-27,2023-02-17,706
9191,3,2023-09-13,,991
9192,2,2023-11-25,,954
9193,1,2023-05-14,2023-06-12,635
9194,1,2023-05-24,2023-05-25,340
9195,1,2023-06-23,2023-07-07,771
9196,1,2023-12-26,2024-01-20,981
9197,3,2023-06-05,2023-06-11,482
9198,3,2023-12-17,2024-01-16,617
9199,1,2023-09-22,2023-09-28,934
9200,3,2023-09-13,,927
9201,2,2023-02-07,2023-02-09,793
9202,3,2023-07-23,2023-07-28,842
9203,1,2023-03-16,2023-03-17,101
9204,1,2023-01-21,,476
9205,3,2023-01-09,2023-01-10,195
9206,2,2023-11-18,2023-12-01,238
9207,2,2023-08-05,2023-08-06,76
9208,2,2023-10-27,2023-11-16,482
9209,1,2023-06-13,2023-06-28,631
9210,3,2023-12-24,2024-01-04,977
9211,1,2023-09-20,2023-09-25,297
9212,1,2023-05-13,2023-06-06,255
9213,2,2023-03-12,,53
9214,2,2023-08-09,2023-08-12,290
9215,3,2023-12-26,2023-12-28,523
9216,3,2023-10-25,2023-10-28,229
9217,3,2023-02-19,2023-03-19,925
9218,1,2023-01-15,,100
9219,1,2023-06-06,2023-06-18,699
9220,1,2023-09-28,2023-10-27,532
9221,3,2023-04-29,2023-05-26,793
9222,3,2023-06-08,2023-06-30,425
9223,3,2023-12-02,2023-12-16,100
9224,1,2023-09-13,2023-09-27,843
9225,1,2023-09-21,2023-10-12,584
9226,1,2023-03-11,2023-03-15,409
9227,3,2023-05-28,2023-06-24,750
9228,3,2023-05-27,2023-06-11,53
9229,2,2023-07-05,2023-07-10,735
9230,1,2023-05-03,2023-05-13,860
9231,2,2023-03-24,2023-04-21,647
9232,2,2023-09-14,2023-09-23,837
9233,3,2023-09-07,2023-10-03,608
9234,2,2023-05-01,2023-05-12,860
9235,2,2023-10-22,2023-11-20,936
9236,3,2023-10-01,2023-10-08,698
9237,2,2023-04-10,2023-04-20,292
9238,3,2023-04-26,2023-04-27,81
9239,1,2023-05-09,2023-05-26,569
9240,2,2023-04-16,2023-04-30,999
9241,3,2023-06-11,2023-07-11,718
9242,1,2023-06-21,2023-07-12,354
9243,2,2023-03-08,2023-03-22,121
9244,3,2023-10-18,,935
9245,1,2023-11-23,2023-12-21,491
9246,1,2023-04-12,2023-05-01,16
9247,1,2023-11-28,2023-12-05,600
9248,1,2023-06-22,2023-07-18,255
9249,3,2023-10-14,2023-10-25,892
9250,2,2023-06-27,2023-07-21,880
9251,1,2023-03-06,2023-03-28,804
9252,2,2023-09-22,2023-10-05,143
9253,1,2023-02-21,2023-02-28,870
9254,2,2023-11-02,2023-11-06,939
9255,2,2023-06-05,2023-06-12,628
9256,3,2023-09-11,2023-09-21,466
9257,1,2023-10-28,2023-11-12,678
9258,3,2023-08-02,2023-08-29,169
9259,3,2023-11-04,,595
9260,1,2023-01-27,2023-02-06,102
9261,3,2023-10-15,2023-11-07,391
9262,3,2023-08-24,2023-09-08,744
9263,3,2023-09-02,2023-09-06,468
9264,2,2023-02-20,2023-03-19,740
9265,3,2023-05-22,2023-06-09,95
9266,2,2023-02-02,2023-02-21,367
9267,3,2023-10-08,2023-10-22,230
9268,3,2023-12-20,2023-12-28,806
9269,2,2023-07-14,2023-08-06,198
9270,2,2023-04-22,2023-05-03,948
9271,1,2023-09-14,2023-10-01,106
9272,2,2023-01-31,2023-02-23,434
9273,2,2023-06-25,2023-07-07,795
9274,3,2023-02-04,2023-02-24,208
9275,1,2023-12-05,2024-01-04,19
9276,1,2023-08-08,2023-08-25,735
9277,1,2023-10-14,2023-10-26,225
9278,3,2023-03-10,2023-03-26,101
9279,3,2023-05-10,2023-05-22,316
9280,3,2023-01-18,2023-01-25,357
9281,3,2023-02-15,2023-03-02,268
9282,3,2023-07-06,,135
9283,1,2023-10-16,2023-11-03,449
9284,2,2023-06-10,2023-07-09,710
9285,2,2023-10-26,2023-11-04,229
9286,3,2023-03-27,2023-04-17,21
9287,1,2023-08-08,2023-08-22,246
9288,2,2023-08-29,2023-09-19,162
9289,1,2023-11-05,2023-12-02,749
9290,3,2023-08-21,2023-08-27,1
9291,1,2023-06-27,2023-07-10,314
9292,2,2023-04-08,2023-04-18,253
9293,1,2023-10-20,2023-10-21,420
9294,2,2023-05-27,2023-05-29,860
9295,3,2023-02-03,2023-02-04,629
9296,3,2023-07-06,2023-07-21,845
9297,3,2023-07-31,2023-08-28,152
9298,1,2023-04-04,2023-04-17,944
9299,1,2023-07-20,2023-08-03,515
9300,2,2023-11-11,2023-12-06,811
9301,2,2023-11-30,2023-12-06,847
9302,2,2023-04-23,2023-04-24,144
9303,3,2023-04-30,2023-05-21,470
9304,3,2023-11-23,2023-11-24,274
9305,3,2023-09-09,2023-09-18,330
9306,2,2023-08-26,2023-09-05,727
9307,1,2023-11-23,2023-11-28,262
9308,2,2023-07-30,2023-08-29,868
9309,1,2023-01-15,2023-02-12,143
9310,3,2023-01-29,2023-02-03,995
9311,2,2023-12-30,2024-01-25,497
9312,1,2023-10-01,2023-10-03,634
9313,3,2023-04-14,2023-05-01,808
9314,1,2023-11-24,2023-12-11,919
9315,2,2023-06-29,2023-07-02,288
9316,3,2023-09-06,2023-09-29,979
9317,2,2023-02-09,2023-03-04,889
9318,2,2023-08-05,,181
9319,1,2023-03-12,2023-03-24,30
9320,2,2023-05-29,2023-06-17,682
9321,2,2023-03-20,2023-04-15,955
9322,2,2023-03-20,2023-03-31,325
9323,1,2023-04-08,2023-05-07,383
9324,3,2023-04-13,2023-04-26,797
9325,2,2023-06-12,2023-07-02,510
9326,3,2023-12-24,2024-01-10,907
9327,3,2023-06-24,2023-07-07,181
9328,1,2023-08-09,2023-08-24,652
9329,2,2023-05-07,2023-06-03,310
9330,1,2023-06-24,,391
9331,1,2023-11-13,2023-11-29,515
9332,1,2023-12-11,2024-01-09,929
9333,3,2023-04-24,2023-05-16,674
9334,3,2023-09-10,2023-09-16,176
9335,1,2023-09-10,2023-09-13,946
9336,2,2023-11-21,2023-11-27,610
9337,3,2023-10-18,2023-11-05,253
9338,1,2023-06-17,2023-07-13,21
9339,3,2023-04-26,2023-05-20,675
9340,1,2023-09-25,2023-10-22,756
9341,2,2023-03-02,2023-03-10,645
9342,2,2023-07-25,,841
9343,2,2023-06-11,2023-06-26,280
9344,2,2023-08-19,2023-09-07,815
9345,3,2023-12-06,2023-12-23,26
9346,3,2023-04-06,2023-05-02,917
9347,3,2023-06-22,2023-06-23,149
9348,1,2023-05-24,2023-06-03,165
9349,2,2023-05-13,2023-06-02,414
9350,2,2023-04-28,2023-05-11,461
9351,3,2023-03-13,2023-03-29,904
9352,1,2023-08-20,2023-09-09,139
9353,1,2023-10-27,2023-11-04,487
9354,1,2023-02-11,2023-02-12,478
9355,2,2023-02-04,2023-02-24,442
9356,1,2023-01-24,2023-02-21,550
9357,1,2023-03-09,2023-03-31,253
9358,3,2023-06-28,2023-07-26,615
9359,1,2023-12-20,2024-01-17,772
9360,2,2023-04-30,2023-05-25,877
9361,1,2023-04-22,,211
9362,1,2023-03-29,2023-04-22,725
9363,2,2023-12-26,2024-01-22,751
9364,3,2023-12-03,2023-12-06,563
9365,3,2023-04-26,2023-05-12,234
9366,1,2023-11-13,2023-11-21,823
9367,3,2023-12-03,2023-12-15,956
9368,3,2023-11-10,2023-11-17,839
9369,3,2023-04-02,2023-04-04,693
9370,1,2023-08-11,,535
9371,1,2023-02-17,2023-02-28,946
9372,1,2023-08-20,2023-09-08,224
9373,2,2023-07-02,2023-07-08,290
9374,2,2023-08-15,2023-09-11,531
9375,3,2023-09-24,2023-09-28,535
9376,3,2023-02-10,2023-02-14,204
9377,2,2023-01-03,2023-02-02,616
9378,1,2023-12-31,2024-01-18,203
9379,1,2023-12-18,2023-12-19,577
9380,3,2023-07-29,2023-08-22,391
9381,3,2023-03-03,2023-03-15,525
9382,2,2023-02-09,2023-02-25,439
9383,2,2023-03-23,2023-04-14,264
9384,1,2023-11-16,2023-12-07,356
9385,1,2023-05-21,2023-06-19,110
9386,3,2023-09-20,,483
9387,2,2023-01-19,2023-01-27,203
9388,1,2023-07-25,2023-07-30,309
9389,1,2023-06-10,2023-06-12,752
9390,3,2023-10-13,2023-10-17,754
9391,1,2023-03-12,,346
9392,1,2023-06-04,2023-06-17,663
9393,1,2023-12-18,2023-12-24,576
9394,3,2023-04-14,2023-04-24,278
9395,3,2023-08-29,2023-09-20,603
9396,2,2023-05-04,2023-05-22,370
9397,2,2023-08-09,2023-08-26,218
9398,1,2023-11-19,2023-11-25,737
9399,1,2023-02-11,2023-02-12,164
9400,2,2023-07-06,2023-07-30,757
9401,1,2023-08-22,2023-09-10,415
9402,1,2023-11-24,2023-12-13,704
9403,3,2023-06-14,2023-06-21,126
9404,2,2023-12-30,2024-01-29,869
9405,2,2023-11-08,2023-11-28,819
9406,3,2023-03-17,2023-03-31,184
9407,3,2023-12-20,2023-12-22,27
9408,1,2023-02-05,2023-02-21,574
9409,3,2023-12-14,2023-12-16,91
9410,3,2023-03-26,2023-04-21,237
9411,1,2023-06-29,2023-07-27,51
9412,1,2023-02-22,2023-03-07,586
9413,2,2023-05-09,2023-05-10,3
9414,2,2023-06-16,2023-06-28,308
9415,1,2023-01-06,2023-01-18,596
9416,2,2023-10-26,,303
9417,1,2023-02-17,2023-02-23,606
9418,2,2023-11-07,2023-11-30,755
9419,3,2023-10-18,,722
9420,1,2023-09-26,2023-09-28,300
9421,3,2023-05-27,2023-06-13,237
9422,3,2023-01-27,2023-02-03,116
9423,3,2023-01-01,2023-01-18,913
9424,3,2023-05-29,2023-06-06,325
9425,2,2023-09-14,2023-10-06,508
9426,1,2023-03-18,2023-04-14,456
9427,3,2023-03-18,2023-04-04,721
9428,1,2023-08-19,2023-09-07,964
9429,1,2023-11-02,,797
9430,1,2023-09-16,2023-09-26,701
9431,1,2023-02-15,2023-03-03,473
9432,1,2023-03-03,2023-03-04,747
9433,2,2023-10-25,2023-11-21,624
9434,1,2023-11-27,2023-12-02,369
9435,2,2023-10-14,2023-11-10,4
9436,1,2023-11-13,2023-12-10,833
9437,1,2023-01-14,2023-01-26,978
9438,3,2023-07-27,2023-07-31,583
9439,3,2023-11-15,2023-11-27,719
9440,2,2023-09-05,2023-10-04,713
9441,3,2023-11-20,2023-12-08,985
9442,1,2023-02-15,2023-03-03,824
9443,1,2023-01-14,2023-01-20,592
9444,1,2023-10-08,2023-10-10,79
9445,1,2023-06-15,2023-07-03,191
9446,2,2023-07-06,,566
9447,3,2023-09-20,2023-10-12,673
9448,2,2023-07-14,2023-07-18,47
9449,3,2023-03-17,2023-03-28,417
9450,3,2023-01-12,2023-01-25,433
9451,2,2023-04-22,2023-04-29,990
9452,2,2023-04-26,2023-05-25,814
9453,3,2023-12-03,2023-12-11,394
9454,1,2023-02-21,2023-03-17,702
9455,3,2023-10-04,2023-10-28,683
9456,2,2023-01-11,2023-02-07,189
9457,3,2023-10-09,2023-10-28,176
9458,3,2023-06-11,2023-06-25,217
9459,1,2023-09-05,,723
9460,2,2023-01-10,2023-01-14,192
9461,3,2023-09-26,2023-10-08,127
9462,3,2023-01-26,2023-01-29,966
9463,2,2023-09-25,2023-09-27,722
9464,2,2023-02-23,2023-03-16,392
9465,3,2023-10-10,2023-10-12,524
9466,2,2023-08-14,2023-08-27,155
9467,1,2023-08-06,2023-09-01,123
9468,2,2023-09-18,2023-10-09,777
9469,2,2023-09-15,,646
9470,1,2023-07-27,2023-07-29,592
9471,1,2023-06-01,2023-06-11,5
9472,1,2023-03-28,2023-03-29,918
9473,2,2023-03-19,,406
9474,1,2023-11-22,2023-12-19,339
9475,3,2023-01-04,,649
9476,1,2023-06-19,2023-06-21,844
9477,1,2023-05-12,2023-06-02,270
9478,2,2023-12-29,2024-01-12,415
9479,1,2023-08-13,,1000
9480,1,2023-09-21,2023-10-11,659
9481,1,2023-05-18,2023-06-15,176
9482,3,2023-08-24,,240
9483,2,2023-12-08,2024-01-02,771
9484,1,2023-05-17,2023-06-08,801
9485,2,2023-06-09,2023-06-28,322
9486,2,2023-12-25,2024-01-21,953
9487,3,2023-11-12,2023-11-19,603
9488,2,2023-03-21,2023-03-27,518
9489,2,2023-12-31,2024-01-26,532
9490,2,2023-02-13,,561
9491,1,2023-04-25,2023-05-07,776
9492,2,2023-08-13,2023-08-24,761
9493,1,2023-10-20,2023-10-24,159
9494,1,2023-07-23,2023-08-14,117
9495,3,2023-07-19,2023-08-04,556
9496,1,2023-04-01,2023-04-24,98
9497,3,2023-12-21,2024-01-15,303
9498,1,2023-07-06,2023-07-21,453
9499,2,2023-10-21,2023-11-20,580
9500,1,2023-02-12,2023-03-09,583
9501,2,2023-05-04,2023-05-09,787
9502,1,2023-01-09,2023-01-26,420
9503,2,2023-12-03,,968
9504,2,2023-05-30,2023-06-21,143
9505,2,2023-08-05,2023-08-29,619
9506,2,2023-09-04,2023-09-27,509
9507,2,2023-08-24,2023-09-12,971
9508,3,2023-05-07,,80
9509,3,2023-05-25,2023-06-22,82
9510,1,2023-02-19,2023-03-12,737
9511,3,2023-06-15,2023-07-15,133
9512,1,2023-12-25,2024-01-23,704
9513,1,2023-07-21,2023-08-03,789
9514,2,2023-07-05,2023-08-02,340
9515,3,2023-10-05,2023-10-11,942
9516,2,2023-11-02,2023-11-08,385
9517,1,2023-12-15,2023-12-17,700
9518,1,2023-12-28,2024-01-11,528
9519,1,2023-06-03,2023-06-21,626
9520,1,2023-01-01,2023-01-20,51
9521,3,2023-02-05,2023-02-14,914
9522,2,2023-06-17,2023-07-05,268
9523,3,2023-11-06,,795
9524,1,2023-02-19,2023-03-09,110
9525,1,2023-05-05,2023-05-18,133
9526,3,2023-10-07,2023-10-27,990
9527,2,2023-05-12,2023-05-24,316
9528,1,2023-05-13,2023-05-30,907
9529,3,2023-06-23,2023-07-14,95
9530,3,2023-08-18,,851
9531,3,2023-02-25,2023-03-26,863
9532,1,2023-04-14,2023-05-03,705
9533,2,2023-12-14,2023-12-31,270
9534,3,2023-01-17,2023-02-10,857
9535,2,2023-09-26,2023-09-29,316
9536,1,2023-04-21,2023-05-03,1000
9537,2,2023-10-16,2023-10-24,200
9538,1,2023-04-17,2023-04-23,133
9539,2,2023-03-09,2023-03-10,598
9540,2,2023-07-05,2023-07-07,621
9541,1,2023-08-10,2023-09-02,910
9542,1,2023-10-25,2023-11-02,566
9543,3,2023-04-13,2023-05-13,378
9544,1,2023-04-01,2023-04-27,80
9545,3,2023-07-28,2023-08-27,315
9546,2,2023-11-15,2023-12-15,963
9547,3,2023-07-07,2023-07-21,659
9548,2,2023-04-30,2023-05-22,125
9549,1,2023-10-03,2023-10-11,92
9550,1,2023-12-01,2023-12-28,334
9551,1,2023-05-09,2023-05-21,240
9552,3,2023-12-26,2024-01-22,626
9553,2,2023-08-01,2023-08-28,173
9554,3,2023-09-20,2023-10-10,981
9555,1,2023-11-14,2023-12-04,826
9556,1,2023-06-07,2023-06-14,266
9557,1,2023-10-21,2023-11-08,203
9558,1,2023-03-16,2023-04-13,892
9559,2,2023-08-29,2023-09-10,208
9560,2,2023-04-28,2023-05-01,528
9561,1,2023-05-22,2023-06-19,843
9562,1,2023-09-18,2023-09-20,171
9563,2,2023-04-19,2023-05-07,645
9564,3,2023-02-11,2023-03-07,241
9565,1,2023-08-29,2023-09-28,739
9566,3,2023-07-01,2023-07-18,342
9567,2,2023-11-10,,723
9568,2,2023-01-17,2023-01-28,742
9569,3,2023-02-12,,365
9570,1,2023-07-25,2023-07-30,181
9571,1,2023-03-26,2023-04-03,728
9572,3,2023-09-23,,433
9573,3,2023-01-26,2023-02-12,43
9574,2,2023-02-11,2023-03-03,892
9575,2,2023-09-05,,761
9576,3,2023-05-26,,98
9577,3,2023-06-12,2023-07-07,835
9578,1,2023-09-30,2023-10-04,716
9579,2,2023-02-22,2023-03-16,874
9580,1,2023-10-11,2023-10-28,504
9581,1,2023-03-16,2023-04-13,53
9582,2,2023-07-23,2023-08-04,22
9583,1,2023-04-12,2023-04-19,566
9584,3,2023-02-08,2023-02-22,908
9585,1,2023-05-13,,242
9586,3,2023-03-13,,587
9587,1,2023-02-01,2023-02-15,902
9588,2,2023-04-05,2023-04-25,838
9589,3,2023-06-18,,41
9590,1,2023-06-16,2023-06-19,363
9591,3,2023-02-18,2023-02-20,972
9592,2,2023-08-16,2023-09-15,56
9593,1,2023-01-17,2023-01-25,422
9594,2,2023-02-07,2023-03-08,807
9595,1,2023-06-08,2023-06-16,468
9596,2,2023-08-18,,339
9597,2,2023-02-19,2023-02-20,376
9598,3,2023-01-06,2023-01-31,887
9599,3,2023-03-17,2023-04-08,750
9600,3,2023-01-20,2023-02-09,361
9601,1,2023-07-11,2023-07-24,714
9602,1,2023-07-17,2023-08-04,653
9603,1,2023-09-27,,110
9604,1,2023-10-25,2023-10-28,764
9605,2,2023-05-09,2023-06-05,825
9606,1,2023-11-08,2023-11-12,915
9607,2,2023-01-09,2023-01-15,330
9608,2,2023-08-10,2023-08-24,541
9609,2,2023-08-07,2023-08-29,471
9610,3,2023-07-19,2023-08-15,819
9611,3,2023-09-02,2023-09-28,848
9612,1,2023-01-17,2023-01-28,597
9613,2,2023-01-06,2023-01-22,48
9614,1,2023-06-28,2023-07-11,648
9615,2,2023-10-15,2023-10-31,299
9616,1,2023-03-20,,860
9617,1,2023-06-13,2023-06-18,457
9618,3,2023-10-28,2023-11-09,753
9619,2,2023-03-03,2023-03-19,363
9620,3,2023-02-21,2023-03-14,256
9621,3,2023-10-30,2023-11-20,446
9622,2,2023-05-28,2023-05-29,730
9623,2,2023-05-15,2023-05-18,865
9624,2,2023-07-13,2023-07-31,930
9625,3,2023-10-30,2023-11-04,822
9626,3,2023-01-24,2023-02-04,596
9627,1,2023-12-14,2023-12-30,483
9628,2,2023-10-16,2023-11-08,479
9629,1,2023-07-09,2023-07-31,284
9630,2,2023-04-20,2023-05-09,632
9631,1,2023-08-18,,915
9632,2,2023-07-02,2023-07-08,639
9633,1,2023-06-01,2023-06-30,975
9634,1,2023-03-18,2023-03-25,177
9635,1,2023-09-18,2023-09-23,835
9636,1,2023-07-27,2023-08-03,233
9637,1,2023-09-01,2023-09-17,928
9638,3,2023-05-08,,451
9639,1,2023-10-11,,199
9640,1,2023-07-10,2023-07-30,332
9641,1,2023-04-19,2023-05-19,466
9642,1,2023-01-20,2023-01-21,356
9643,3,2023-08-25,2023-09-12,320
9644,1,2023-02-22,2023-03-23,638
9645,1,2023-08-31,2023-09-05,540
9646,1,2023-04-13,2023-05-09,86
9647,3,2023-10-10,2023-10-22,632
9648,1,2023-01-19,2023-01-28,195
9649,2,2023-07-20,2023-08-15,579
9650,3,2023-01-07,2023-01-31,383
9651,3,2023-10-15,2023-10-17,427
9652,1,2023-01-30,2023-02-20,310
9653,3,2023-03-24,2023-03-25,996
9654,3,2023-07-13,2023-07-14,350
9655,3,2023-05-16,2023-05-31,611
9656,3,2023-11-07,2023-11-21,981
9657,3,2023-01-03,2023-01-29,980
9658,3,2023-06-06,2023-07-04,617
9659,3,2023-03-14,2023-04-07,839
9660,2,2023-10-23,2023-11-15,64
9661,2,2023-08-13,2023-08-28,42
9662,1,2023-12-12,2023-12-21,381
9663,2,2023-10-28,,133
9664,1,2023-07-03,2023-07-05,933
9665,2,2023-10-03,2023-10-05,461
9666,3,2023-10-12,2023-10-31,266
9667,2,2023-07-02,2023-07-28,641
9668,1,2023-06-09,2023-06-21,295
9669,2,2023-09-07,2023-09-17,360
9670,3,2023-04-26,2023-05-16,855
9671,1,2023-07-20,2023-07-23,280
9672,1,2023-10-11,2023-10-22,797
9673,3,2023-11-11,,228
9674,1,2023-04-12,2023-05-07,395
9675,2,2023-10-15,2023-10-28,909
9676,3,2023-02-26,2023-03-23,355
9677,2,2023-10-22,2023-11-16,571
9678,1,2023-10-18,2023-11-08,1000
9679,3,2023-07-19,2023-07-22,546
9680,2,2023-11-18,2023-12-16,370
9681,2,2023-01-21,2023-02-06,879
9682,2,2023-01-21,2023-02-05,383
9683,2,2023-06-19,2023-07-05,695
9684,2,2023-11-22,2023-12-02,604
9685,3,2023-01-30,2023-02-07,105
9686,3,2023-09-04,2023-09-24,743
9687,1,2023-01-12,2023-02-09,836
9688,2,2023-03-31,2023-04-18,137
9689,3,2023-09-23,2023-10-06,135
9690,3,2023-05-19,2023-06-17,867
9691,3,2023-11-05,2023-11-09,903
9692,2,2023-11-29,2023-12-27,46
9693,1,2023-01-30,2023-02-09,534
9694,3,2023-04-05,2023-04-19,780
9695,1,2023-06-05,2023-06-24,981
9696,2,2023-12-18,2023-12-28,907
9697,3,2023-01-28,2023-01-29,192
9698,3,2023-08-28,2023-09-24,129
9699,2,2023-08-22,2023-09-05,650
9700,1,2023-02-03,2023-02-16,224
9701,2,2023-04-28,2023-05-02,575
9702,1,2023-04-22,2023-04-24,578
9703,1,2023-06-23,2023-07-08,531
9704,1,2023-08-12,2023-08-13,479
9705,2,2023-05-04,2023-05-17,556
9706,2,2023-06-11,2023-06-27,429
9707,1,2023-04-27,2023-05-25,779
9708,1,2023-01-12,2023-01-24,656
9709,3,2023-10-15,2023-11-01,251
9710,1,2023-09-24,2023-09-27,809
9711,1,2023-01-28,2023-02-10,88
9712,3,2023-04-10,2023-05-09,257
9713,3,2023-11-17,2023-12-05,717
9714,2,2023-10-01,2023-10-15,743
9715,3,2023-04-02,2023-04-07,820
9716,2,2023-07-04,2023-08-01,174
